rank,trade_date,base_date,buy_date,target_date,ts_code,name,close_T,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
30,20260605,20260605,20260608,20260609,002387.SZ,维信诺,9.26,放弃,不建议买入,冲高至10.37附近优先兑现；强势放量再看10.72；弱于9.12止损,冲高至10.37附近优先兑现；强势放量再看10.72；弱于9.12止损,放弃,不建议买入,冲高至10.37附近优先兑现；强势放量再看10.72；弱于9.12止损,冲高至10.37附近优先兑现；强势放量再看10.72；弱于9.12止损,0.318116,0.318116,44.5435,44.5435,0.823424,0.823424,50.9961,50.9961,0.318116,44.5435,0.823424,50.9961,,,,,,,,rule_fallback:model_missing,0.0,0.11967507259550621,0.11967507259550621,up,high,1.0,ehx:model_v1,0.030795848205170645,0.07931404195068359,0.11303852946185472,0.14676301697302585,0.19528121071853966,9.549605997767273,10.02435959755229,10.368191172234388,10.723816034118316,11.256944863393617,0.9881132666416301,0.9881132666416301,30,27,27,0.0286255155148441,0.0,0.0,,,,,,,,
31,20260605,20260605,20260608,20260609,600403.SH,大有能源,8.14,放弃,不建议买入,冲高至9.12附近优先兑现；强势放量再看9.43；弱于8.02止损,冲高至9.12附近优先兑现；强势放量再看9.43；弱于8.02止损,放弃,不建议买入,冲高至9.12附近优先兑现；强势放量再看9.43；弱于8.02止损,冲高至9.12附近优先兑现；强势放量再看9.43；弱于8.02止损,0.300357,0.300357,44.0107,44.0107,0.855491,0.855491,50.9542,50.9542,0.300357,44.0107,0.855491,50.9542,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,8.3970141478094,8.814467254780546,9.116800000000001,9.429502638962308,9.898285363932995,0.98829186007614,0.98829186007614,31,24,24,0.0173060146487335,0.0,0.0,,,,,,,,
32,20260605,20260605,20260608,20260609,002786.SZ,银宝山新,8.83,放弃,不建议买入,冲高至9.89附近优先兑现；强势放量再看10.23；弱于8.70止损,冲高至9.89附近优先兑现；强势放量再看10.23；弱于8.70止损,放弃,不建议买入,冲高至9.89附近优先兑现；强势放量再看10.23；弱于8.70止损,冲高至9.89附近优先兑现；强势放量再看10.23；弱于8.70止损,0.297084,0.297084,43.9125,43.9125,0.855491,0.855491,50.7988,50.7988,0.297084,43.9125,0.855491,50.7988,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,9.108800359355898,9.561639540505185,9.889600000000002,10.228809373714641,10.737329209278666,0.98829186007614,0.98829186007614,32,10,10,0.0155395902543624,0.0,0.0,,,,,,,,
33,20260605,20260605,20260608,20260609,300162.SZ,雷曼光电,10.52,放弃,不建议买入,冲高至11.78附近优先兑现；强势放量再看12.19；弱于10.36止损,冲高至11.78附近优先兑现；强势放量再看12.19；弱于10.36止损,放弃,不建议买入,冲高至11.78附近优先兑现；强势放量再看12.19；弱于10.36止损,冲高至11.78附近优先兑现；强势放量再看12.19；弱于10.36止损,0.28706,0.28706,43.6118,43.6118,0.855491,0.855491,50.3226,50.3226,0.28706,43.6118,0.855491,50.3226,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,10.852160790534999,11.391670211338,11.7824,12.186531666079052,12.792378627589079,0.98829186007614,0.98829186007614,33,25,25,0.0100570539208182,0.0,0.0,,,,,,,,
34,20260605,20260605,20260608,20260609,603992.SH,松霖科技,32.78,放弃,不建议买入,冲高至35.44附近优先兑现；强势放量再看36.66；弱于32.29止损,冲高至35.44附近优先兑现；强势放量再看36.66；弱于32.29止损,放弃,不建议买入,冲高至35.44附近优先兑现；强势放量再看36.66；弱于32.29止损,冲高至35.44附近优先兑现；强势放量再看36.66；弱于32.29止损,0.315823,0.315823,44.4747,44.4747,0.737285,0.737285,48.7337,48.7337,0.315823,44.4747,0.737285,48.7337,,,,,,,,rule_fallback:model_missing,0.0,0.08124259510248119,0.08124259510248119,up,high,1.0,ehx:model_v1,-0.004131750476315865,0.044386443269197086,0.07811093078036821,0.11183541829153934,0.16035361203705317,32.64484063405317,34.2677615806397,35.44313226745933,36.65881770457814,38.48129139335447,0.9408817516842802,0.9408817516842802,34,52,52,0.2540930833990139,0.0,0.0,,,,,,,,
35,20260605,20260605,20260608,20260609,002254.SZ,泰和新材,15.53,放弃,不建议买入,冲高至17.25附近优先兑现；强势放量再看17.85；弱于15.30止损,冲高至17.25附近优先兑现；强势放量再看17.85；弱于15.30止损,放弃,不建议买入,冲高至17.25附近优先兑现；强势放量再看17.85；弱于15.30止损,冲高至17.25附近优先兑现；强势放量再看17.85；弱于15.30止损,0.251208,0.251208,42.5362,42.5362,0.808621,0.808621,47.4479,47.4479,0.251208,42.5362,0.808621,47.4479,,,,,,,,rule_fallback:model_missing,0.0,0.11107125771449161,0.11107125771449161,up,high,1.0,ehx:model_v1,0.023081965700910534,0.07160015944642348,0.10532464695759461,0.13904913446876574,0.18756732821427957,15.892631956501035,16.682725729288236,17.254936632306055,17.846774143280246,18.734017058962166,0.9824192220970376,0.9824192220970376,35,32,32,0.0420821977649921,0.0,0.0,,,,,,,,
36,20260605,20260605,20260608,20260609,002708.SZ,光洋股份,15.86,放弃,不建议买入,冲高至17.45附近优先兑现；强势放量再看18.05；弱于15.62止损,冲高至17.45附近优先兑现；强势放量再看18.05；弱于15.62止损,放弃,不建议买入,冲高至17.45附近优先兑现；强势放量再看18.05；弱于15.62止损,冲高至17.45附近优先兑现；强势放量再看18.05；弱于15.62止损,0.233341,0.233341,42.0002,42.0002,0.793715,0.793715,46.2266,46.2266,0.233341,42.0002,0.793715,46.2266,,,,,,,,rule_fallback:model_missing,0.0,0.10024248851953155,0.10024248851953155,up,high,1.0,ehx:model_v1,0.013287918362073589,0.06180611210758654,0.09553059961875766,0.12925508712992878,0.1777732808754426,16.072152798132645,16.87117135439479,17.449845867919773,18.048368688688466,18.945633770326967,0.9719727689597977,0.9719727689597977,36,35,35,0.0949382134607938,0.0,0.0,,,,,,,,
37,20260605,20260605,20260608,20260609,600516.SH,方大炭素,5.83,放弃,不建议买入,冲高至6.26附近优先兑现；强势放量再看6.48；弱于5.74止损,冲高至6.26附近优先兑现；强势放量再看6.48；弱于5.74止损,放弃,不建议买入,冲高至6.26附近优先兑现；强势放量再看6.48；弱于5.74止损,冲高至6.26附近优先兑现；强势放量再看6.48；弱于5.74止损,0.268314,0.268314,43.0494,43.0494,0.708806,0.708806,45.7651,45.7651,0.268314,43.0494,0.708806,45.7651,,,,,,,,rule_fallback:model_missing,0.0,0.07456530439000497,0.07456530439000497,up,high,1.0,ehx:model_v1,-0.01032646946514569,0.03819172428036726,0.07191621179153838,0.1056406993027095,0.15415889304822333,5.770106459658823,6.056964243477997,6.264715724593729,6.479592999452136,6.801722530487341,0.9248289607885183,0.9248289607885183,37,61,61,0.2674483186792343,0.0,0.0,,,,,,,,
38,20260605,20260605,20260608,20260609,001400.SZ,江顺科技,116.22,放弃,不建议买入,冲高至129.03附近优先兑现；强势放量再看133.45；弱于114.48止损,冲高至129.03附近优先兑现；强势放量再看133.45；弱于114.48止损,放弃,不建议买入,冲高至129.03附近优先兑现；强势放量再看133.45；弱于114.48止损,冲高至129.03附近优先兑现；强势放量再看133.45；弱于114.48止损,0.2131,0.2131,41.393,41.393,0.804702,0.804702,45.5398,45.5398,0.2131,41.393,0.804702,45.5398,,,,,,,,rule_fallback:model_missing,0.0,0.11018328380378267,0.11018328380378267,up,high,1.0,ehx:model_v1,0.022282440980610496,0.07080063472612344,0.10452512223729457,0.1382496097484657,0.18676780349397953,118.83873281977708,124.74673742366018,129.02550124367562,133.45102497265202,140.08547193471315,0.981713655493898,0.981713655493898,38,33,33,0.0231027833648829,0.0,0.0,,,,,,,,
39,20260605,20260605,20260608,20260609,603888.SH,新华网,19.25,放弃,不建议买入,冲高至20.92附近优先兑现；强势放量再看21.63；弱于18.96止损,冲高至20.92附近优先兑现；强势放量再看21.63；弱于18.96止损,放弃,不建议买入,冲高至20.92附近优先兑现；强势放量再看21.63；弱于18.96止损,冲高至20.92附近优先兑现；强势放量再看21.63；弱于18.96止损,0.232444,0.232444,41.9733,41.9733,0.766585,0.766585,45.5057,45.5057,0.232444,41.9733,0.766585,45.5057,,,,,,,,rule_fallback:model_missing,0.0,0.08661716829448073,0.08661716829448073,up,high,1.0,ehx:model_v1,0.0008266737671093205,0.04934486751262227,0.0830693550237934,0.11679384253496453,0.16531203628047836,19.26592004945385,20.22371505154996,20.917380489668755,21.634838378324655,22.71040289934032,0.9516821365789754,0.9516821365789754,39,41,41,0.174729104129729,0.0,0.0,,,,,,,,
40,20260605,20260605,20260608,20260609,600776.SH,东方通信,15.94,放弃,不建议买入,冲高至17.54附近优先兑现；强势放量再看18.14；弱于15.70止损,冲高至17.54附近优先兑现；强势放量再看18.14；弱于15.70止损,放弃,不建议买入,冲高至17.54附近优先兑现；强势放量再看18.14；弱于15.70止损,冲高至17.54附近优先兑现；强势放量再看18.14；弱于15.70止损,0.2105,0.2105,41.315,41.315,0.793715,0.793715,45.1416,45.1416,0.2105,41.315,0.793715,45.1416,,,,,,,,rule_fallback:model_missing,0.0,0.10024248851953155,0.10024248851953155,up,high,1.0,ehx:model_v1,0.013287918362073589,0.06180611210758654,0.09553059961875766,0.12925508712992878,0.1777732808754426,16.153222925739872,16.95627184041948,17.537865267001333,18.139407118391812,19.041198127302135,0.9719727689597977,0.9719727689597977,40,36,36,0.0799697389117911,0.0,0.0,,,,,,,,
41,20260605,20260605,20260608,20260609,002896.SZ,中大力德,86.77,放弃,不建议买入,冲高至95.29附近优先兑现；强势放量再看98.56；弱于85.47止损,冲高至95.29附近优先兑现；强势放量再看98.56；弱于85.47止损,放弃,不建议买入,冲高至95.29附近优先兑现；强势放量再看98.56；弱于85.47止损,冲高至95.29附近优先兑现；强势放量再看98.56；弱于85.47止损,0.214217,0.214217,41.4265,41.4265,0.786519,0.786519,45.1383,45.1383,0.214217,41.4265,0.786519,45.1383,,,,,,,,rule_fallback:model_missing,0.0,0.09821854352828413,0.09821854352828413,up,high,1.0,ehx:model_v1,0.011446679847007937,0.05996487359252089,0.09368936110369201,0.12741384861486313,0.17593204236037696,87.76893474622078,92.13232080945804,95.2924230219492,98.56091549212255,103.46081915714629,0.9695201208567127,0.9695201208567127,41,38,38,0.0944194554508498,0.0,0.0,,,,,,,,
42,20260605,20260605,20260608,20260609,688017.SH,绿的谐波,393.0,放弃,不建议买入,冲高至433.92附近优先兑现；强势放量再看448.81；弱于387.11止损,冲高至433.92附近优先兑现；强势放量再看448.81；弱于387.11止损,放弃,不建议买入,冲高至433.92附近优先兑现；强势放量再看448.81；弱于387.11止损,冲高至433.92附近优先兑现；强势放量再看448.81；弱于387.11止损,0.193363,0.193363,40.8009,40.8009,0.799473,0.799473,44.4716,44.4716,0.193363,40.8009,0.799473,44.4716,,,,,,,,rule_fallback:model_missing,0.0,0.10413052258266305,0.10413052258266305,up,high,1.0,ehx:model_v1,0.016815486587011097,0.06533368033252404,0.09905816784369517,0.1327826553548663,0.18130084910038013,399.6643614346964,419.5334632951568,433.92329537498654,448.80669301132605,471.1188798350083,0.9762135214680332,0.9762135214680332,42,34,34,0.045008898673448,0.0,0.0,,,,,,,,
43,20260605,20260605,20260608,20260609,000668.SZ,荣丰控股,20.59,放弃,不建议买入,冲高至22.37附近优先兑现；强势放量再看23.14；弱于20.28止损,冲高至22.37附近优先兑现；强势放量再看23.14；弱于20.28止损,放弃,不建议买入,冲高至22.37附近优先兑现；强势放量再看23.14；弱于20.28止损,冲高至22.37附近优先兑现；强势放量再看23.14；弱于20.28止损,0.20056,0.20056,41.0168,41.0168,0.766585,0.766585,43.9912,43.9912,0.20056,41.0168,0.766585,43.9912,,,,,,,,rule_fallback:model_missing,0.0,0.08661716829448073,0.08661716829448073,up,high,1.0,ehx:model_v1,0.0008266737671093205,0.04934486751262227,0.0830693550237934,0.11679384253496453,0.16531203628047836,20.60702825029895,21.631495735657854,22.37344749518336,23.140847906997646,24.29128289337232,0.9516821365789754,0.9516821365789754,43,42,42,0.1534440251916613,0.0,0.0,,,,,,,,
44,20260605,20260605,20260608,20260609,002421.SZ,达实智能,5.21,放弃,不建议买入,冲高至5.64附近优先兑现；强势放量再看5.84；弱于5.13止损,冲高至5.64附近优先兑现；强势放量再看5.84；弱于5.13止损,放弃,不建议买入,冲高至5.64附近优先兑现；强势放量再看5.84；弱于5.13止损,冲高至5.64附近优先兑现；强势放量再看5.84；弱于5.13止损,0.154861,0.154861,39.6458,39.6458,0.755937,0.755937,41.5543,41.5543,0.154861,39.6458,0.755937,41.5543,,,,,,,,rule_fallback:model_missing,0.0,0.08312561017004261,0.08312561017004261,up,high,1.0,ehx:model_v1,-0.002391736426888752,0.0461264573186242,0.07985094482979532,0.11357543234096645,0.16209362608648026,5.197553942992905,5.455947581964986,5.643084428985922,5.836639995942639,6.12680545924771,0.9448692524580395,0.9448692524580395,44,45,45,0.138509634054305,0.0,0.0,,,,,,,,
45,20260605,20260605,20260608,20260609,603790.SH,XD雅运股,27.21,放弃,不建议买入,冲高至28.60附近优先兑现；强势放量再看29.58；弱于26.80止损,冲高至28.60附近优先兑现；强势放量再看29.58；弱于26.80止损,放弃,不建议买入,冲高至28.60附近优先兑现；强势放量再看29.58；弱于26.80止损,冲高至28.60附近优先兑现；强势放量再看29.58；弱于26.80止损,0.207664,0.207664,41.2299,41.2299,0.630635,0.630635,40.9299,40.9299,0.207664,41.2299,0.630635,40.9299,,,,,,,,rule_fallback:model_missing,0.0,0.05109712846928509,0.05109712846928509,up,high,1.0,ehx:model_v1,-0.0324081783423802,0.016110015403132748,0.04983450291430387,0.08355899042547499,0.13207718417098882,26.342309543392187,27.65190349787581,28.60035286564925,29.58133367211004,31.051953994096063,0.8405425115952856,0.8405425115952856,45,75,75,0.3678780032853387,0.0,0.0,,,,,,,,
46,20260605,20260605,20260608,20260609,600714.SH,金瑞矿业,32.9,放弃,不建议买入,冲高至35.57附近优先兑现；强势放量再看36.79；弱于32.41止损,冲高至35.57附近优先兑现；强势放量再看36.79；弱于32.41止损,放弃,不建议买入,冲高至35.57附近优先兑现；强势放量再看36.79；弱于32.41止损,冲高至35.57附近优先兑现；强势放量再看36.79；弱于32.41止损,0.145985,0.145985,39.3795,39.3795,0.737285,0.737285,40.6664,40.6664,0.145985,39.3795,0.737285,40.6664,,,,,,,,rule_fallback:model_missing,0.0,0.08124259510248119,0.08124259510248119,up,high,1.0,ehx:model_v1,-0.004131750476315865,0.044386443269197086,0.07811093078036821,0.11183541829153934,0.16035361203705317,32.76434584686849,34.393207931758575,35.57288137887163,36.79301715926238,38.62216250278712,0.9408817516842802,0.9408817516842802,46,53,53,0.1417592456104286,0.0,0.0,,,,,,,,
47,20260605,20260605,20260608,20260609,920510.BJ,丰光精密,19.65,放弃,不建议买入,冲高至21.35附近优先兑现；强势放量再看22.08；弱于19.36止损,冲高至21.35附近优先兑现；强势放量再看22.08；弱于19.36止损,放弃,不建议买入,冲高至21.35附近优先兑现；强势放量再看22.08；弱于19.36止损,冲高至21.35附近优先兑现；强势放量再看22.08；弱于19.36止损,0.130244,0.130244,38.9073,38.9073,0.766585,0.766585,40.6512,40.6512,0.130244,38.9073,0.766585,40.6512,,,,,,,,rule_fallback:model_missing,0.0,0.08661716829448073,0.08661716829448073,up,high,1.0,ehx:model_v1,0.0008266737671093205,0.04934486751262227,0.0830693550237934,0.11679384253496453,0.16531203628047836,19.666250855676267,20.643948091582164,21.352027356986547,22.084393461510622,23.182307375170765,0.9516821365789754,0.9516821365789754,47,43,43,0.095094190146609,0.0,0.0,,,,,,,,
48,20260605,20260605,20260608,20260609,300626.SZ,华瑞股份,40.3,放弃,不建议买入,冲高至43.22附近优先兑现；强势放量再看44.70；弱于39.70止损,冲高至43.22附近优先兑现；强势放量再看44.70；弱于39.70止损,放弃,不建议买入,冲高至43.22附近优先兑现；强势放量再看44.70；弱于39.70止损,冲高至43.22附近优先兑现；强势放量再看44.70；弱于39.70止损,0.161266,0.161266,39.838,39.838,0.699833,0.699833,40.456,40.456,0.161266,39.838,0.699833,40.456,,,,,,,,rule_fallback:model_missing,0.0,0.07240678835896017,0.07240678835896017,up,high,1.0,ehx:model_v1,-0.01233722383461211,0.03618096991090084,0.06990545742207196,0.1036299449332431,0.15214813867875693,39.80586427852956,41.78479171943174,43.217993570866085,44.700353679705366,46.92260806654244,0.9189598534661523,0.9189598534661523,48,63,63,0.2071698801546307,0.0,0.0,,,,,,,,
49,20260605,20260605,20260608,20260609,603270.SH,金帝股份,29.77,放弃,不建议买入,冲高至32.39附近优先兑现；强势放量再看33.50；弱于29.32止损,冲高至32.39附近优先兑现；强势放量再看33.50；弱于29.32止损,放弃,不建议买入,冲高至32.39附近优先兑现；强势放量再看33.50；弱于29.32止损,冲高至32.39附近优先兑现；强势放量再看33.50；弱于29.32止损,0.118282,0.118282,38.5485,38.5485,0.77504,0.77504,40.2944,40.2944,0.118282,38.5485,0.77504,40.2944,,,,,,,,rule_fallback:model_missing,0.0,0.0880548238255641,0.0880548238255641,up,high,1.0,ehx:model_v1,0.0021488554531115395,0.05066704919862449,0.08439153670979561,0.11811602422096673,0.16663421796648056,29.834040208772485,31.317223702265018,32.39139210528704,33.50240406024779,35.16795831795997,0.954278136996719,0.954278136996719,49,39,39,0.0741776501422627,0.0,0.0,,,,,,,,
50,20260605,20260605,20260608,20260609,688056.SH,莱伯泰科,48.16,放弃,不建议买入,冲高至52.03附近优先兑现；强势放量再看53.82；弱于47.44止损,冲高至52.03附近优先兑现；强势放量再看53.82；弱于47.44止损,放弃,不建议买入,冲高至52.03附近优先兑现；强势放量再看53.82；弱于47.44止损,冲高至52.03附近优先兑现；强势放量再看53.82；弱于47.44止损,0.123351,0.123351,38.7005,38.7005,0.731581,0.731581,39.4487,39.4487,0.123351,38.7005,0.731581,39.4487,,,,,,,,rule_fallback:model_missing,0.0,0.08039965619212762,0.08039965619212762,up,high,1.0,ehx:model_v1,-0.004911656543173548,0.0436065372023394,0.07733102471351053,0.11105551222468166,0.1595737059701955,47.924034585792306,50.306552559952294,52.032047442212864,53.8167261173831,56.492196127229164,0.9390226075721707,0.9390226075721707,50,54,54,0.1247229314725676,0.0,0.0,,,,,,,,
51,20260605,20260605,20260608,20260609,920961.BJ,创远信科,21.95,放弃,不建议买入,冲高至23.74附近优先兑现；强势放量再看24.55；弱于21.62止损,冲高至23.74附近优先兑现；强势放量再看24.55；弱于21.62止损,放弃,不建议买入,冲高至23.74附近优先兑现；强势放量再看24.55；弱于21.62止损,冲高至23.74附近优先兑现；强势放量再看24.55；弱于21.62止损,0.111726,0.111726,38.3518,38.3518,0.744657,0.744657,39.2234,39.2234,0.111726,38.3518,0.744657,39.2234,,,,,,,,rule_fallback:model_missing,0.0,0.0814787625547038,0.0814787625547038,up,high,1.0,ehx:model_v1,-0.003913352066067424,0.04460484167944553,0.07832932919061665,0.11205381670178777,0.1605720104473016,21.86426977782919,22.951240359246064,23.738458838075747,24.55267859978648,25.773302000619847,0.941394322105441,0.941394322105441,51,49,49,0.1056757687804477,0.0,0.0,,,,,,,,
52,20260605,20260605,20260608,20260609,603360.SH,百傲化学,20.22,放弃,不建议买入,冲高至21.97附近优先兑现；强势放量再看22.73；弱于19.92止损,冲高至21.97附近优先兑现；强势放量再看22.73；弱于19.92止损,放弃,不建议买入,冲高至21.97附近优先兑现；强势放量再看22.73；弱于19.92止损,冲高至21.97附近优先兑现；强势放量再看22.73；弱于19.92止损,0.095854,0.095854,37.8756,37.8756,0.766585,0.766585,39.0177,39.0177,0.095854,37.8756,0.766585,39.0177,,,,,,,,rule_fallback:model_missing,0.0,0.08661716829448073,0.08661716829448073,up,high,1.0,ehx:model_v1,0.0008266737671093205,0.04934486751262227,0.0830693550237934,0.11679384253496453,0.16531203628047836,20.23672225454321,21.24278017362806,21.9713991429144,22.725009455050625,23.854771253229153,0.9516821365789754,0.9516821365789754,52,44,44,0.0560415687079564,0.0,0.0,,,,,,,,
53,20260605,20260605,20260608,20260609,600586.SH,金晶科技,5.24,放弃,不建议买入,冲高至5.68附近优先兑现；强势放量再看5.87；弱于5.16止损,冲高至5.68附近优先兑现；强势放量再看5.87；弱于5.16止损,放弃,不建议买入,冲高至5.68附近优先兑现；强势放量再看5.87；弱于5.16止损,冲高至5.68附近优先兑现；强势放量再看5.87；弱于5.16止损,0.089974,0.089974,37.6992,37.6992,0.755937,0.755937,38.4722,38.4722,0.089974,37.6992,0.755937,38.4722,,,,,,,,rule_fallback:model_missing,0.0,0.08312561017004261,0.08312561017004261,up,high,1.0,ehx:model_v1,-0.002391736426888752,0.0461264573186242,0.07985094482979532,0.11357543234096645,0.16209362608648026,5.227482276637778,5.487363786851541,5.675578197291023,5.870248287665918,6.162084569377736,0.9448692524580395,0.9448692524580395,53,46,46,0.0687418994433542,0.0,0.0,,,,,,,,
54,20260605,20260605,20260608,20260609,603823.SH,XD百合花,29.62,放弃,不建议买入,冲高至32.23附近优先兑现；强势放量再看33.33；弱于29.18止损,冲高至32.23附近优先兑现；强势放量再看33.33；弱于29.18止损,放弃,不建议买入,冲高至32.23附近优先兑现；强势放量再看33.33；弱于29.18止损,冲高至32.23附近优先兑现；强势放量再看33.33；弱于29.18止损,0.077238,0.077238,37.3171,37.3171,0.77504,0.77504,38.3448,38.3448,0.077238,37.3171,0.77504,38.3448,,,,,,,,rule_fallback:model_missing,0.0,0.0880548238255641,0.0880548238255641,up,high,1.0,ehx:model_v1,0.0021488554531115395,0.05066704919862449,0.08439153670979561,0.11811602422096673,0.16663421796648056,29.683717533887844,31.15942781528686,32.22818388171321,33.33359785907086,34.990760005978316,0.954278136996719,0.954278136996719,54,40,40,0.0208397405584158,0.0,0.0,,,,,,,,
55,20260605,20260605,20260608,20260609,002138.SZ,顺络电子,55.61,放弃,不建议买入,冲高至60.01附近优先兑现；强势放量再看62.06；弱于54.78止损,冲高至60.01附近优先兑现；强势放量再看62.06；弱于54.78止损,放弃,不建议买入,冲高至60.01附近优先兑现；强势放量再看62.06；弱于54.78止损,冲高至60.01附近优先兑现；强势放量再看62.06；弱于54.78止损,0.096985,0.096985,37.9096,37.9096,0.722871,0.722871,37.9786,37.9786,0.096985,37.9096,0.722871,37.9786,,,,,,,,rule_fallback:model_missing,0.0,0.07904459701057695,0.07904459701057695,up,high,1.0,ehx:model_v1,-0.006166664036325931,0.04235152970918702,0.07607601722035814,0.10980050473152927,0.1583186984770431,55.26812700428134,58.01575263980941,60.00567003975818,62.06384082052928,65.14931176591908,0.9359353450502181,0.9359353450502181,55,57,57,0.1021705151838924,0.0,0.0,,,,,,,,
56,20260605,20260605,20260608,20260609,603048.SH,浙江黎明,20.79,放弃,不建议买入,冲高至22.49附近优先兑现；强势放量再看23.26；弱于20.48止损,冲高至22.49附近优先兑现；强势放量再看23.26；弱于20.48止损,放弃,不建议买入,冲高至22.49附近优先兑现；强势放量再看23.26；弱于20.48止损,冲高至22.49附近优先兑现；强势放量再看23.26；弱于20.48止损,0.082298,0.082298,37.4689,37.4689,0.750722,0.750722,37.9772,37.9772,0.082298,37.4689,0.750722,37.9772,,,,,,,,rule_fallback:model_missing,0.0,0.08160761115771381,0.08160761115771381,up,high,1.0,ehx:model_v1,-0.0037942180317280944,0.04472397571378486,0.07844846322495598,0.1121729507361271,0.16069114448164093,20.71126766539532,21.740917358016812,22.486622235968866,23.257904496689296,24.41415888936698,0.941672449558742,0.941672449558742,56,47,47,0.066661554947575,0.0,0.0,,,,,,,,
57,20260605,20260605,20260608,20260609,603938.SH,三孚股份,52.82,放弃,不建议买入,冲高至57.01附近优先兑现；强势放量再看58.97；弱于52.03止损,冲高至57.01附近优先兑现；强势放量再看58.97；弱于52.03止损,放弃,不建议买入,冲高至57.01附近优先兑现；强势放量再看58.97；弱于52.03止损,冲高至57.01附近优先兑现；强势放量再看58.97；弱于52.03止损,0.093724,0.093724,37.8117,37.8117,0.72683,0.72683,37.9226,37.9226,0.093724,37.8117,0.72683,37.9226,,,,,,,,rule_fallback:model_missing,0.0,0.07938302833701709,0.07938302833701709,up,high,1.0,ehx:model_v1,-0.005853073415784227,0.042665120329728724,0.07638960784089985,0.11011409535207098,0.1586322890975848,52.51174366568807,55.12233716473947,57.01301155676125,58.96853533363337,61.90012480761149,0.9367179248901564,0.9367179248901564,57,56,56,0.0958989980949683,0.0,0.0,,,,,,,,
58,20260605,20260605,20260608,20260609,600552.SH,凯盛科技,21.71,放弃,不建议买入,冲高至23.48附近优先兑现；强势放量再看24.28；弱于21.38止损,冲高至23.48附近优先兑现；强势放量再看24.28；弱于21.38止损,放弃,不建议买入,冲高至23.48附近优先兑现；强势放量再看24.28；弱于21.38止损,冲高至23.48附近优先兑现；强势放量再看24.28；弱于21.38止损,0.081228,0.081228,37.4369,37.4369,0.744657,0.744657,37.7748,37.7748,0.081228,37.4369,0.744657,37.7748,,,,,,,,rule_fallback:model_missing,0.0,0.0814787625547038,0.0814787625547038,up,high,1.0,ehx:model_v1,-0.003913352066067424,0.04460484167944553,0.07832932919061665,0.11205381670178777,0.1605720104473016,21.62520714700099,22.70029285645704,23.47890393506262,24.28422106612139,25.491498242982093,0.941394322105441,0.941394322105441,58,48,48,0.0658103962499282,0.0,0.0,,,,,,,,
59,20260605,20260605,20260608,20260609,301193.SZ,家联科技,24.25,放弃,不建议买入,冲高至26.23附近优先兑现；强势放量再看27.13；弱于23.89止损,冲高至26.23附近优先兑现；强势放量再看27.13；弱于23.89止损,放弃,不建议买入,冲高至26.23附近优先兑现；强势放量再看27.13；弱于23.89止损,冲高至26.23附近优先兑现；强势放量再看27.13；弱于23.89止损,0.080958,0.080958,37.4288,37.4288,0.744657,0.744657,37.7619,37.7619,0.080958,37.4288,0.744657,37.7619,,,,,,,,rule_fallback:model_missing,0.0,0.0814787625547038,0.0814787625547038,up,high,1.0,ehx:model_v1,-0.003913352066067424,0.04460484167944553,0.07832932919061665,0.11205381670178777,0.1605720104473016,24.155286656599447,25.356153927640868,26.225859991951566,27.125396630743605,28.47392134464835,0.941394322105441,0.941394322105441,59,50,50,0.0654007344472321,0.0,0.0,,,,,,,,
